TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0047389", "glycerophosphocholine phosphodiesterase activity", 0.00447038750679314, 2.58269690094533, -6.5925033703956, 3.12123145514962, NaN, 0.899419223908737, 0.14142244, null, False
"GO:0004115", "3',5'-cyclic-AMP phosphodiesterase activity", 0.0200913630793572, null, null, 3.77364019326003, NaN, 0.890587742119414, 0.60881472, 47389, True
"GO:0008661", "1-deoxy-D-xylulose-5-phosphate synthase activity", 0.0316040491490849, 5.53686495305483, 2.95337439180272, 3.97034687623009, NaN, 0.883812045661308, 0.14227283, null, False
"GO:0004801", "transaldolase activity", 0.0338781599776731, null, null, 4.00052084093619, NaN, 0.883334266163297, 0.78969189, 8661, True
"GO:0004802", "transketolase activity", 0.0339390736605817, null, null, 4.00130093302042, NaN, 0.883321862972585, 0.79321479, 8661, True
"GO:0032422", "purine-rich negative regulatory element binding", 0.00673773014839148, -3.29605730099165, -1.2461211456583, 3.29928933408768, NaN, 0.990601305317709, 0.1426164, null, False
"GO:0000977", "RNA polymerase II transcription regulatory region sequence-specific DNA binding", 0.265228327664582, null, null, 4.89418309504083, NaN, 0.988633407031705, 0.72289486, 32422, True
"GO:0019784", "NEDD8-specific protease activity", 0.00670050511994733, 0.926060666289408, -3.64507817744962, 3.29688447553855, NaN, 0.887040138433096, 0.14452156, null, False
"GO:1990380", "Lys48-specific deubiquitinase activity", 0.0130727531708871, null, null, 3.58703711774346, NaN, 0.870846654276113, 0.65417766, 19784, True
"GO:0061578", "Lys63-specific deubiquitinase activity", 0.0134856125772677, null, null, 3.60053729436447, NaN, 0.870617758129456, 0.68364803, 19784, True
"GO:0009882", "blue light photoreceptor activity", 0.00935363441996688, 2.88426034214782, 6.1733261710145, 3.44169513564072, NaN, 0.979756525215589, 0.14909646, null, False
"GO:0004013", "adenosylhomocysteinase activity", 0.0300710547958848, 0.468956576666879, -5.7385135498485, 3.94875518016827, NaN, 0.91891504121167, 0.15731025, null, False
"GO:0005458", "GDP-mannose transmembrane transporter activity", 0.004389169262915, -6.16595913654844, -1.54943523768359, 3.11327469246435, NaN, 0.95622197093477, 0.15930104, null, False
"GO:0005337", "nucleoside transmembrane transporter activity", 0.0574754439177705, null, null, 4.23006555120605, NaN, 0.949182306248904, 0.76541393, 5458, True
"GO:0008521", "acetyl-CoA transmembrane transporter activity", 0.00723180779865023, null, null, 3.33000770087276, NaN, 0.934503372317079, 0.78790208, 5458, True
"GO:0016166", "phytoene dehydrogenase activity", 0.0012419623126367, -3.15342341869066, 5.16038696573619, 2.56584781867352, NaN, 0.910654328734679, 0.16558953, null, False
"GO:0016719", "carotene 7,8-desaturase activity", 0.00140778289388792, -1.33746597339848, 4.64734785721976, 2.62013605497376, NaN, 0.914645510829477, 0.16655678, null, False
"GO:0010349", "L-galactose dehydrogenase activity", 0.00194585375958066, -3.16358044077346, 5.77818844948368, 2.76042248342321, NaN, 0.911187490011236, 0.16910809, null, False
"GO:0033739", "preQ1 synthase activity", 0.0136818899999733, null, null, 3.60681114691896, NaN, 0.900149788941859, 0.62094383, 10349, True
"GO:0004174", "electron-transferring-flavoprotein dehydrogenase activity", 0.0155532937026656, null, null, 3.66247450375031, NaN, 0.885761285045336, 0.65742923, 10349, True
"GO:0003842", "1-pyrroline-5-carboxylate dehydrogenase activity", 0.0246463529235234, null, null, 3.86236993712288, NaN, 0.898113009336301, 0.71257522, 10349, True
"GO:0004146", "dihydrofolate reductase activity", 0.0299086183081285, null, null, 3.94640313389905, NaN, 0.89695955787813, 0.74650835, 10349, True
"GO:0004735", "pyrroline-5-carboxylate reductase activity", 0.0414551453128055, null, null, 4.08817153986435, NaN, 0.894954666655007, 0.77091692, 10349, True
"GO:0004488", "methylenetetrahydrofolate dehydrogenase (NADP+) activity", 0.0457867849863068, null, null, 4.13132989404281, NaN, 0.89432911487617, 0.79212832, 10349, True
"GO:0008483", "transaminase activity", 0.734656240906306, 5.92279745105655, 1.90547360640696, 5.33664381967795, NaN, 0.851795075954815, 0.18456523, null, False
"GO:0004838", "L-tyrosine:2-oxoglutarate aminotransferase activity", 0.0019661583205502, null, null, 2.76492298464989, NaN, 0.896391358586173, 0.6168381, 8483, True
"GO:0004587", "ornithine-oxo-acid transaminase activity", 0.0144940724387548, null, null, 3.63184946215982, NaN, 0.884641217048122, 0.7064373, 8483, True
"GO:0004648", "O-phospho-L-serine:2-oxoglutarate aminotransferase activity", 0.0286903446499563, null, null, 3.92834463526486, NaN, 0.879994410848631, 0.74334428, 8483, True
"GO:0004360", "glutamine-fructose-6-phosphate transaminase (isomerizing) activity", 0.0382131837446693, null, null, 4.05280932814056, NaN, 0.877931644601176, 0.76001117, 8483, True
"GO:0004400", "histidinol-phosphate transaminase activity", 0.0385448249071718, null, null, 4.05656185185946, NaN, 0.87786836587874, 0.76052527, 8483, True
"GO:0004084", "branched-chain-amino-acid transaminase activity", 0.0422030299751834, null, null, 4.09593610218079, NaN, 0.877200473932713, 0.76596182, 8483, True
"GO:0004322", "ferroxidase activity", 0.0210592138189052, -2.15548414532677, 5.4665183179453, 3.79406958398163, NaN, 0.908240382707724, 0.19058891, null, False
"GO:0010308", "acireductone dioxygenase (Ni2+-requiring) activity", 0.00380710518178826, -2.39582389112147, 6.51732555489961, 3.05153839051533, NaN, 0.905836245468134, 0.19169137, null, False
"GO:0008941", "nitric oxide dioxygenase activity", 0.0146226679915618, null, null, 3.63568476254722, NaN, 0.895460310832629, 0.52984175, 10308, True
"GO:0010277", "chlorophyllide a oxygenase [overall] activity", 0.00440947382388453, null, null, 3.1152775913959, NaN, 0.90176958475109, 0.57361336, 10308, True
"GO:0016702", "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen", 0.208060836254849, null, null, 4.78875505029906, NaN, 0.881768440541497, 0.71524304, 10308, True
"GO:0000334", "3-hydroxyanthranilate 3,4-dioxygenase activity", 0.00691031891663255, null, null, 3.31026836663245, NaN, 0.902811197507114, 0.73563849, 10308, True
"GO:0010309", "acireductone dioxygenase [iron(II)-requiring] activity", 0.00995938715555808, null, null, 3.46893780566546, NaN, 0.900859747794601, 0.75310985, 10308, True
"GO:0004833", "tryptophan 2,3-dioxygenase activity", 0.0119763068785321, null, null, 3.54900326202579, NaN, 0.899845509912745, 0.76224394, 10308, True
"GO:0004411", "homogentisate 1,2-dioxygenase activity", 0.0172284199826525, null, null, 3.70688839498162, NaN, 0.89778455147998, 0.78091965, 10308, True
"GO:0003868", "4-hydroxyphenylpyruvate dioxygenase activity", 0.0188223280187611, null, null, 3.74530905994083, NaN, 0.89727036950317, 0.78560335, 10308, True
"GO:0001735", "prenylcysteine oxidase activity", 0.00551945649021924, -2.73541834115501, 6.06905492815617, 3.21272015441784, NaN, 0.906949007112186, 0.19558821, null, False
"GO:0004604", "phosphoadenylyl-sulfate reductase (thioredoxin) activity", 0.0193062533885351, null, null, 3.75633176732106, NaN, 0.900134592021029, 0.56288532, 1735, True
"GO:0004148", "dihydrolipoyl dehydrogenase activity", 0.0502402520256253, null, null, 4.17163870853082, NaN, 0.895120622344342, 0.63986739, 1735, True
"GO:0004362", "glutathione-disulfide reductase (NADPH) activity", 0.0388460092282199, null, null, 4.05994188806195, NaN, 0.857416359816137, 0.81530282, 1735, True
"GO:0033743", "peptide-methionine (R)-S-oxide reductase activity", 0.0412960929185441, null, null, 4.08650219897037, NaN, 0.895606488022647, 0.82198893, 1735, True
"GO:0008113", "peptide-methionine (S)-S-oxide reductase activity", 0.0461962602991924, null, null, 4.1351962796066, NaN, 0.894904625487646, 0.86834054, 1735, True
"GO:0016972", "thiol oxidase activity", 0.0212690276155904, null, null, 3.79837437668156, NaN, 0.899775074972451, 0.88375882, 1735, True
"GO:0035438", "cyclic-di-GMP binding", 0.0483959210708923, -2.83548301398987, 1.38545428053314, 4.15539677370485, NaN, 0.991815342121047, 0.20829737, null, False
"GO:0003884", "D-amino-acid oxidase activity", 0.0176480475760229, -2.33687874880955, 5.89186725344921, 3.71733758272386, NaN, 0.899354712698389, 0.20887688, null, False
"GO:0000286", "alanine dehydrogenase activity", 0.0224974535542474, null, null, 3.82275633295139, NaN, 0.899123286092931, 0.67872575, 3884, True
"GO:0004352", "glutamate dehydrogenase (NAD+) activity", 0.023086285822364, null, null, 3.83397537127991, NaN, 0.89897262007156, 0.68959516, 3884, True
"GO:0004375", "glycine dehydrogenase (decarboxylating) activity", 0.0376548083180071, null, null, 4.04641711698399, NaN, 0.896034048860315, 0.71144155, 3884, True
"GO:0008131", "primary amine oxidase activity", 0.0229509220825671, null, null, 3.83142181706502, NaN, 0.897832645064936, 0.80634334, 3884, True
"GO:0008734", "L-aspartate oxidase activity", 0.0241996525821936, null, null, 3.85442750578786, NaN, 0.89752024812491, 0.82158163, 3884, True
"GO:0004733", "pyridoxamine-phosphate oxidase activity", 0.0263553201384595, null, null, 3.89148170383952, NaN, 0.826841504615027, 0.82844037, 3884, True
"GO:0003885", "D-arabinono-1,4-lactone oxidase activity", 0.0183045617140379, -0.978344884746685, 6.66713302641413, 3.73319726510657, NaN, 0.891161513472313, 0.20932379, null, False
"GO:0042834", "peptidoglycan binding", 0.0579627533810394, -3.40730965418358, 1.78423589469721, 4.23373200936605, NaN, 0.992185843096885, 0.21093928, null, False
"GO:0008201", "heparin binding", 0.0401759579717246, null, null, 4.0745604678029, NaN, 0.988643895804596, 0.88466455, 42834, True
"GO:0004324", "ferredoxin-NADP+ reductase activity", 0.0244568436878078, -2.03462174731802, 6.17032233855997, 3.85901814388889, NaN, 0.907430048402098, 0.21293808, null, False
"GO:0046429", "4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity", 0.0258443220207262, -1.81622430540386, 5.7841447656006, 3.8829796540373, NaN, 0.903660829706736, 0.21556823, null, False
"GO:0051745", "4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity", 0.0266361998985381, null, null, 3.89608508542329, NaN, 0.903491349547888, 0.76679951, 46429, True
"GO:0004748", "ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor", 0.0707681631658276, null, null, 4.32041633745617, NaN, 0.897671712826394, 0.81668343, 46429, True
"GO:0003942", "N-acetyl-gamma-glutamyl-phosphate reductase activity", 0.0290389062799334, -1.88436020723485, 6.47442631710021, 3.93358851019665, NaN, 0.900446965391837, 0.21782477, null, False
"GO:0004591", "oxoglutarate dehydrogenase (succinyl-transferring) activity", 0.0316074332425798, null, null, 3.9703933720796, NaN, 0.899544342378554, 0.59138354, 3942, True
"GO:0008883", "glutamyl-tRNA reductase activity", 0.0217292643308999, null, null, 3.80767030123048, NaN, 0.817850722924534, 0.61378578, 3942, True
"GO:0004350", "glutamate-5-semialdehyde dehydrogenase activity", 0.0296988045114433, null, null, 3.94334609835659, NaN, 0.900315168671375, 0.62557566, 3942, True
"GO:0004030", "aldehyde dehydrogenase [NAD(P)+] activity", 0.0500913519118487, null, null, 4.17034973913918, NaN, 0.897149392214836, 0.64727107, 3942, True
"GO:0004739", "pyruvate dehydrogenase (acetyl-transferring) activity", 0.0537698615408299, null, null, 4.20112389720738, NaN, 0.896309367140326, 0.85760934, 3942, True
"GO:0019789", "SUMO transferase activity", 0.0180541387954136, 3.07788959729734, -0.390220427305328, 3.72721582090849, NaN, 0.846862998462536, 0.22171739, null, False
"GO:0004402", "histone acetyltransferase activity", 0.0586903334824478, null, null, 4.23914926485829, NaN, 0.804619198285883, 0.67067743, 19789, True
"GO:0046522", "S-methyl-5-thioribose kinase activity", 0.00338070940142797, 6.85971698812394, -2.04371627333804, 3, NaN, 0.855944299746738, 0.22650779, null, False
"GO:0004602", "glutathione peroxidase activity", 0.0432859398935588, -0.117507195785744, 5.87097519318272, 4.10693845073818, NaN, 0.893164932121501, 0.22776794, null, False
"GO:0004784", "superoxide dismutase activity", 0.0619119904896144, null, null, 4.26235615159869, NaN, 0.884226311301582, 0.64602142, 4602, True
"GO:0004096", "catalase activity", 0.0588527699702041, null, null, 4.24034952674222, NaN, 0.891138872014291, 0.72449811, 4602, True
"GO:0051920", "peroxiredoxin activity", 0.152348505047934, null, null, 4.6534054906645, NaN, 0.884426671583365, 0.76609982, 4602, True
"GO:0004601", "peroxidase activity", 0.399746044087767, null, null, 5.0723454980688, NaN, 0.876662851201296, 0.88831691, 4602, True
"GO:0003877", "ATP adenylyltransferase activity", 0.00542131777886648, 7.66018679225693, -0.44594169034713, 3.20493352235414, NaN, 0.857346166635286, 0.23196506, null, False
"GO:0004595", "pantetheine-phosphate adenylyltransferase activity", 0.0284805308532711, null, null, 3.9251573271759, NaN, 0.843538786564009, 0.65490381, 3877, True
"GO:0003919", "FMN adenylyltransferase activity", 0.0297901750358062, null, null, 3.94468003388131, NaN, 0.843127658881183, 0.72343471, 3877, True
"GO:0004781", "sulfate adenylyltransferase (ATP) activity", 0.0468392380632278, null, null, 4.14119884490474, NaN, 0.838867198733229, 0.74623549, 3877, True
"GO:0004652", "polynucleotide adenylyltransferase activity", 0.0568933798366437, null, null, 4.22564521297545, NaN, 0.836965515536301, 0.77812981, 3877, True
"GO:0008381", "mechanosensitive ion channel activity", 0.0357732523348299, -5.9630865961137, -2.28310061158172, 4.02415715445967, NaN, 0.939102658650786, 0.24350338, null, False
"GO:0005247", "voltage-gated chloride channel activity", 0.0549136851421138, null, null, 4.21026499903229, NaN, 0.932446322065204, 0.6734413, 8381, True
"GO:0008308", "voltage-gated anion channel activity", 0.0723992962303804, null, null, 4.33031229081995, NaN, 0.931231673911459, 0.89345891, 8381, True
"GO:0050242", "pyruvate, phosphate dikinase activity", 0.0171133608038251, 6.87395062002523, 0.586614741307768, 3.70397882500839, NaN, 0.863126070503695, 0.24641624, null, False
"GO:0004788", "thiamine diphosphokinase activity", 0.0185245277912079, 7.20341103381727, 0.570862585872308, 3.73838412351216, NaN, 0.859258960911497, 0.26332445, null, False
"GO:0003848", "2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity", 0.0317867901978108, null, null, 3.97285055584723, NaN, 0.854798913390359, 0.80850515, 4788, True
"GO:0004749", "ribose phosphate diphosphokinase activity", 0.0544466802398145, null, null, 4.20655604409903, NaN, 0.850067875119176, 0.86449065, 4788, True
"GO:0008772", "[isocitrate dehydrogenase (NADP+)] kinase activity", 0.00282910216175554, 5.14822788135292, -1.48869081698501, 2.92272545799326, NaN, 0.831912139293439, 0.28100651, null, False
